assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,family,timeframe,leverage,params,robust_ok
10,9,3107.83780903681,57.16612474331417,-72.94768921293887,1.236031202056961,0.9864907045504709,1454,0,supertrend,4h,1.0,"{""mult"": 3.5, ""period"": 7}",True
10,9,3268.3008740184723,53.28339750268758,-75.22788617271775,1.2675048875393755,1.005623308442353,1441,0,supertrend,4h,1.0,"{""mult"": 3.5, ""period"": 10}",True
10,9,3537.5653855430273,51.551546160379324,-67.6816983202788,1.2828999860629375,0.9687264107322813,1397,0,donchian,1h,1.0,"{""entry_n"": 160, ""exit_n"": 80}",True
10,9,1935.3694406942154,51.386741926169854,-64.8408633870215,1.3451156533762578,0.9918861550204134,1561,0,donchian,4h,1.0,"{""entry_n"": 40, ""exit_n"": 10}",True
10,9,2695.5622159080376,50.79544420683932,-62.497477883174625,1.3016816294047031,1.041151356363494,1480,0,donchian,4h,1.0,"{""entry_n"": 40, ""exit_n"": 12}",True
10,9,2725.9424938310517,50.17559731384043,-73.9887428174144,1.1812887627068525,0.9683208609452394,1466,0,supertrend,4h,1.0,"{""mult"": 3.5, ""period"": 14}",True
10,9,2714.9434085652233,48.78112051146951,-66.60319177192162,1.2995762749298365,1.006057021850123,1333,0,donchian,4h,1.0,"{""entry_n"": 40, ""exit_n"": 16}",True
10,9,2329.767116509819,48.45863751196926,-77.59511957274096,1.1538021229502349,0.9709720717419292,2306,0,supertrend,4h,1.0,"{""mult"": 2.6, ""period"": 7}",True
10,9,2989.091087167712,48.357063419305305,-70.83545466348342,1.2383000062350829,0.9395841956172344,1266,0,donchian,1h,1.0,"{""entry_n"": 160, ""exit_n"": 104}",True
10,9,2114.8582193340717,47.03683155657404,-72.83004849571614,1.2031318900953778,1.047779548871533,1847,0,donchian,1h,1.0,"{""entry_n"": 120, ""exit_n"": 60}",True
10,9,3087.114573377202,46.82680921037023,-71.20754298117538,1.2216523053464872,1.0132506282151184,1561,0,donchian,4h,1.0,"{""entry_n"": 30, ""exit_n"": 16}",True
10,9,1479.4825143589442,44.58709433203738,-63.8342169762581,1.3734366036250516,0.9360485119867785,1665,0,donchian,4h,1.0,"{""entry_n"": 40, ""exit_n"": 8}",True
10,9,2305.2445388682954,44.150052893673546,-70.99417371176735,1.3808689116699582,0.9372949444580807,1082,0,donchian,4h,1.0,"{""entry_n"": 40, ""exit_n"": 28}",True
10,9,2042.6136824934222,44.05958450075184,-64.44805175614539,1.2534168260642193,1.0425343077356848,1847,0,donchian,4h,1.0,"{""entry_n"": 30, ""exit_n"": 10}",True
10,9,1684.974305947052,44.03918009253863,-79.71010874988049,1.1605266073151244,0.9133348002041164,1502,0,supertrend,4h,1.0,"{""mult"": 3.5, ""period"": 30}",True
10,9,1438.7836721511353,43.65593340170432,-62.96226994121581,1.3089252122804358,0.968778149096018,1972,0,donchian,4h,1.0,"{""entry_n"": 30, ""exit_n"": 8}",True
10,9,1791.2413087039333,43.17815001469234,-73.94115648863209,1.170268642558555,0.9408442973675435,1652,0,donchian,1h,1.0,"{""entry_n"": 120, ""exit_n"": 78}",True
10,9,1667.4443575809657,43.0549143481191,-74.86485226744949,1.1707314154165616,0.8889195955699095,1933,0,donchian,4h,1.0,"{""entry_n"": 20, ""exit_n"": 16}",True
10,10,1411.0204261851304,42.754988985060734,-64.89191869539897,1.3298284388375174,0.9331532369082292,1359,0,donchian,4h,1.0,"{""entry_n"": 55, ""exit_n"": 10}",True
10,9,1765.1791196381757,42.371332340402965,-80.31424404611235,1.1619442424582722,0.902800608398203,1878,0,supertrend,4h,1.0,"{""mult"": 3.0, ""period"": 14}",True
10,9,2184.756852340877,41.990671048971166,-74.89334587905222,1.199325865602233,0.9307636270130042,1480,0,supertrend,4h,1.0,"{""mult"": 3.5, ""period"": 20}",True
10,9,1392.471358694845,41.598380688014004,-74.49083579790053,1.173017184969805,0.9389108645349573,2340,0,donchian,4h,1.0,"{""entry_n"": 20, ""exit_n"": 10}",True
10,9,1753.3074035256543,41.17377977916645,-66.05027410191406,1.3189891895017944,0.9541521990224981,1619,0,donchian,1h,1.0,"{""entry_n"": 160, ""exit_n"": 56}",True
10,9,1532.924121168297,41.17328259484772,-76.24107067320075,1.1358858978473858,0.8341025406489577,3832,0,supertrend,4h,1.0,"{""mult"": 1.8, ""period"": 7}",True
10,9,1801.6170980739278,40.98385532313246,-62.34243643910533,1.3123189939138218,0.9708253275951864,1289,0,donchian,4h,1.0,"{""entry_n"": 55, ""exit_n"": 12}",True
10,9,2065.1772214020802,40.610408709162115,-66.23736978545587,1.2291943987959355,0.9983940592173831,1748,0,donchian,4h,1.0,"{""entry_n"": 30, ""exit_n"": 12}",True
10,9,1353.377281118803,40.433853925138486,-72.33457414141361,1.1303046078721777,0.8550812915498955,3854,0,donchian,1h,1.0,"{""entry_n"": 48, ""exit_n"": 31}",True
10,9,1507.1460759757292,40.419728211634045,-78.51512141128728,1.12365253956031,0.8247512241969123,1889,0,supertrend,4h,1.0,"{""mult"": 3.0, ""period"": 20}",True
10,9,1670.2056653364957,39.99532065836195,-79.01973994925092,1.1726222577716428,0.8790508676927322,1868,0,supertrend,4h,1.0,"{""mult"": 3.0, ""period"": 10}",True
10,9,1384.513589461014,39.95223452227784,-75.81090860250347,1.1543046679704223,0.883252839984351,1781,0,donchian,4h,1.0,"{""entry_n"": 24, ""exit_n"": 16}",True
10,10,1573.6737401342414,39.30439568545889,-78.57305599735254,1.1676831827386598,0.8426760562388789,2310,0,supertrend,4h,1.0,"{""mult"": 2.6, ""period"": 10}",True
10,9,1801.07050404502,39.200769814088666,-71.80064896935808,1.2821184283576814,0.8779575872532959,1239,0,donchian,4h,1.0,"{""entry_n"": 40, ""exit_n"": 20}",True
10,10,1502.2281353004919,39.03498781331844,-63.354842030568335,1.314564340212558,0.9014475641870949,1166,0,donchian,4h,1.0,"{""entry_n"": 55, ""exit_n"": 16}",True
10,9,839.1326095328884,39.02176832941713,-77.05912543359875,1.1392247609647732,0.8433028922954473,2608,0,donchian,4h,1.0,"{""entry_n"": 16, ""exit_n"": 10}",True
10,9,1266.6678900160553,38.66251597529077,-82.46171049920267,1.1067765396643465,0.8221928895244746,2942,0,supertrend,4h,1.0,"{""mult"": 2.2, ""period"": 10}",True
10,9,1637.4480370092667,38.24797657900248,-77.20465132726909,1.2458419318755416,0.8238928252552085,1246,0,donchian,4h,1.0,"{""entry_n"": 30, ""exit_n"": 28}",True
10,10,1575.074506990295,38.03695638397119,-73.03720075540315,1.2983277941896456,0.8942183613201657,959,0,donchian,4h,1.0,"{""entry_n"": 55, ""exit_n"": 28}",True
10,9,1081.2296850515636,38.00769242027127,-71.63087294498953,1.1770734776454157,0.9097716561994645,2118,0,donchian,4h,1.0,"{""entry_n"": 24, ""exit_n"": 10}",True
10,9,1260.7231852430054,37.911004501275286,-57.61891286965108,1.3841985589947465,0.9189247871875791,1908,0,donchian,4h,1.0,"{""entry_n"": 40, ""exit_n"": 5}",True
10,9,834.9429906319643,37.74788055060097,-78.03330537449042,1.1476717943651318,0.826375768593052,3181,0,donchian,4h,1.0,"{""entry_n"": 12, ""exit_n"": 8}",True
10,9,999.9717827295092,37.44938762508908,-72.07621393427686,1.163938128733729,0.8239972492071127,3336,0,donchian,1h,1.0,"{""entry_n"": 64, ""exit_n"": 32}",True
10,9,738.5671938612072,37.37655466783761,-82.95966713770768,1.1188847242811133,0.8310184436030372,3451,0,donchian,4h,1.0,"{""entry_n"": 10, ""exit_n"": 8}",True
10,9,1039.438537121774,37.36834450228247,-82.05399211420513,1.141935409049303,0.8508468580317546,2944,0,donchian,4h,1.0,"{""entry_n"": 12, ""exit_n"": 10}",True
10,9,1451.5596281917785,37.18759917467559,-75.59385633861555,1.1440243978776965,0.8883600412290237,2190,0,donchian,4h,1.0,"{""entry_n"": 20, ""exit_n"": 12}",True
10,9,1051.86474596068,37.134000826612535,-62.86479248115437,1.251524804395824,0.9479460685185853,2263,0,donchian,4h,1.0,"{""entry_n"": 30, ""exit_n"": 5}",True
10,9,1028.273884666679,36.87942575725278,-65.91468940642216,1.3643793740315315,0.8885596252536192,1456,0,donchian,4h,1.0,"{""entry_n"": 55, ""exit_n"": 8}",True
10,9,884.7159042397559,36.83517967883674,-75.30902940367449,1.175636696163118,0.8300230126494931,2312,0,donchian,1h,1.0,"{""entry_n"": 96, ""exit_n"": 48}",True
