assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,family,timeframe,leverage,params,robust_ok,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,9,3302.825138531465,62.69477684240087,-78.41294845167573,1.1932957680327396,1.0012557703048186,1454,0,supertrend,4h,1.15,"{""mult"": 3.5, ""period"": 7}",True,8154.963015727242,107.95571129655488,-77.72836922145865,1.2835235588719027,1.2339715039184012,38.59649122807017,114,0,825496301.5727242,SOLUSDT
10,9,3302.825138531465,62.69477684240087,-78.41294845167573,1.1932957680327396,1.0012557703048186,1454,0,supertrend,4h,1.15,"{""mult"": 3.5, ""period"": 7}",True,2792.1499829233453,76.65317301063364,-85.66791518454207,1.1082309479132866,1.0731795598109977,33.94495412844037,109,0,289214998.29233456,AVAXUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,10684.482375621526,68.09658721500458,-53.35808934216815,1.3644208118307874,1.2650758428012485,37.77777777777778,180,0,1078448237.5621526,BTCUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,2727.0829924631507,44.89058268334274,-82.92239554383369,1.244394394184153,0.9035778335289282,36.206896551724135,174,0,282708299.24631506,ETHUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,17403.105472473755,79.9539879082013,-78.37868899063992,1.3303325432059183,1.1337338722157728,43.373493975903614,166,0,1750310547.2473755,BNBUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,281.3578342754817,17.500678822040893,-87.15093565434978,1.1151746028903964,0.601676590455966,30.82191780821918,146,0,38135783.42754817,XRPUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,1019.169573160976,33.55554904201055,-80.54313814632117,1.1528611215590718,0.7621032975694877,34.868421052631575,152,0,111916957.3160976,ADAUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,8153.906462126633,85.69502886706111,-85.9658349925606,1.1848545693929073,1.038427259973428,40.869565217391305,115,0,825390646.2126634,DOGEUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,4121.954101519547,63.67670995474377,-74.70916256736223,1.150934494211248,0.9801003515893106,37.857142857142854,140,0,422195410.15195477,LINKUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,-64.50495275125732,-11.236662539260678,-90.41167359042093,0.8953707883954987,0.2293370866191477,35.44303797468354,158,0,3549504.7248742674,LTCUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,8867.221540159326,110.83054378214214,-80.36988393548934,1.2519674494177422,1.231424247134988,38.59649122807017,114,0,896722154.0159326,SOLUSDT
10,9,3424.518546991349,65.88664858487417,-81.73276684507744,1.1688578454759897,1.0092638057813694,1454,0,supertrend,4h,1.25,"{""mult"": 3.5, ""period"": 7}",True,2537.5497633786485,73.921487457473,-88.01234620595285,1.089677571998535,1.0497740250546308,33.94495412844037,109,0,263754976.33786485,AVAXUSDT
10,9,3451.4621225929827,66.60680038862583,-86.12866032294579,1.1371120515739035,1.000943970901909,1454,0,supertrend,4h,1.4,"{""mult"": 3.5, ""period"": 7}",True,15322.203247057,74.90256277418943,-57.606129030342615,1.329235002133929,1.2658466191871678,37.77777777777778,180,0,1542220324.7057,BTCUSDT
10,9,3451.4621225929827,66.60680038862583,-86.12866032294579,1.1371120515739035,1.000943970901909,1454,0,supertrend,4h,1.4,"{""mult"": 3.5, ""period"": 7}",True,2524.173498135411,43.69810917057286,-88.008076975135,1.2116931619677689,0.8938088075925095,36.206896551724135,174,0,262417349.8135411,ETHUSDT
10,9,3451.4621225929827,66.60680038862583,-86.12866032294579,1.1371120515739035,1.000943970901909,1454,0,supertrend,4h,1.4,"{""mult"": 3.5, ""period"": 7}",True,22924.457867128152,85.6549597945633,-81.47009035973024,1.2922538138395094,1.1436473600096124,43.373493975903614,166,0,2302445786.7128153,BNBUSDT
10,9,3451.4621225929827,66.60680038862583,-86.12866032294579,1.1371120515739035,1.000943970901909,1454,0,supertrend,4h,1.4,"{""mult"": 3.5, ""period"": 7}",True,198.10683133686123,14.065283640047932,-90.72718491824297,1.0800291284362151,0.5896828673669781,30.82191780821918,146,0,29810683.133686125,XRPUSDT
10,9,3451.4621225929827,66.60680038862583,-86.12866032294579,1.1371120515739035,1.000943970901909,1454,0,supertrend,4h,1.4,"{""mult"": 3.5, ""period"": 7}",True,887.1622533424429,31.562384830855073,-84.24924367075658,1.1222461914358843,0.7547086457364741,34.868421052631575,152,0,98716225.33424428,ADAUSDT
