assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,entry_n,exit_n,ema_n,strong_threshold,base_exposure,strong_exposure,part,train_rank,train_cagr_pct,train_mdd_pct,mdd35_ok,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,42.46393624213445,14.009621160619524,-17.00012229048873,2.429002400812698,1.1439622443468278,38.0,50,0,14246393.624213444,BTCUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,80.14254510731627,24.36425241510154,-18.025033013987535,2.25678134094073,1.357847964636191,43.90243902439025,41,0,18014254.510731626,ETHUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,0.8950615638239956,0.33899205360847784,-29.1133458779414,1.0142709846487346,0.0993069118540111,32.142857142857146,56,0,10089506.1563824,BNBUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,171.11507493442284,49.33578696229031,-23.98345530171534,3.1792958757264564,1.552316662953318,30.303030303030305,33,0,27111507.493442286,XRPUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,63.662902907282955,21.769720841341922,-27.98226704816169,2.460794975626782,0.8611888879615619,42.30769230769231,26,0,16366290.290728295,ADAUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,95.315141763665,36.77346544071403,-30.992155955679902,2.096082613006217,1.186412872187692,40.74074074074074,27,0,19531514.1763665,DOGEUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,20.491693311118976,8.531909078230381,-23.43240186973744,1.3574891329577994,0.44442644392477915,24.390243902439025,41,0,12049169.331111897,LINKUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,-28.745675372282598,-12.20937158795612,-52.77107473636311,0.6366708428429805,-0.396816666478038,22.22222222222222,45,0,7125432.46277174,LTCUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,5.632104510984726,3.0774411019746317,-20.93533133541928,1.2130384431612544,0.2582181718840389,42.857142857142854,28,0,10563210.451098472,SOLUSDT
10,8,31.477814776626715,11.270765119424953,-23.70792858572639,1.726785872982008,0.6528076659431705,367,160,40,300,1.1,0.35,0.75,oos,2,28.355064964875353,-43.380944642656104,True,-6.959100402450669,-3.9861051656325586,-19.522322027014162,0.7601145206992757,-0.1876407351512073,30.0,20,0,9304089.959754933,AVAXUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,23.818547555300064,8.236408891289049,-16.489196523286196,1.7971702909963119,0.7158534544346089,29.166666666666668,48,0,12381854.755530007,BTCUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,54.88620376845894,17.59587330445931,-19.058404677622832,1.9357992584339234,1.0484224634111186,36.36363636363637,44,0,15488620.376845894,ETHUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,-8.451377062788834,-3.2978943092378032,-28.88990676040747,0.8422471464602715,-0.1487580888210432,29.82456140350877,57,0,9154862.293721117,BNBUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,161.18382166596749,47.111685336930044,-23.983455301715363,2.86287540104065,1.506682094269507,35.483870967741936,31,0,26118382.166596748,XRPUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,59.17266937413637,20.42285342419321,-27.357575442493566,2.4235026359502054,0.819561982658896,37.5,24,0,15917266.937413637,ADAUSDT
