assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,entry_n,exit_n,ema_n,leverage,part,eligible
10,10,444.3997799627208,34.320295504970055,-51.53694596874355,1.5202943926809978,1.0065677076387667,1807,0,160,30,200,0.8,train,True
10,10,749.886481609263,40.665598915716295,-51.7952113674049,1.5433649561120402,1.0210887833978137,1470,0,200,40,300,0.8,train,True
10,10,1268.5277944659101,52.13238585221757,-51.98710017427838,1.473710593706441,1.1375841631292816,3126,0,160,80,200,0.8,train,True
10,10,1108.720428667928,50.29360949758272,-52.11720653263282,1.5480906834782793,1.163659904031261,2456,0,160,60,200,0.8,train,True
10,10,806.0818256732534,46.125330475675284,-52.167260512662104,1.570987531801597,1.135756216313852,1920,0,160,40,200,0.8,train,True
10,9,594.33120982176,39.750626246642305,-52.4418474903259,1.3054928069326435,1.073066058463306,5162,0,120,60,100,0.65,train,True
10,9,285.54358886819,31.046928386909546,-52.582228401548704,1.314265430261865,0.8550725385103553,3577,0,80,30,200,0.65,train,True
10,10,1122.0501785668853,49.23265191554969,-52.58712960847596,1.4346503670453394,1.0592201305481397,2624,0,200,80,200,0.8,train,True
10,9,481.0402745926647,36.72641896258395,-52.713689843349044,1.2864624140485197,0.9400519510344714,3282,0,80,30,300,0.8,train,True
10,10,796.2777918149428,43.43300563820564,-53.00432129588316,1.5790447728815546,1.0577746745427128,1509,0,200,40,200,0.8,train,True
10,10,659.5642079380584,42.14210011704131,-53.19338925424463,1.4264043079444644,0.988364014206476,2685,0,200,40,100,0.8,train,True
10,10,840.4110708458231,44.86504353760411,-53.194455468911485,1.551687852339549,1.1338464128691037,1918,0,160,40,400,0.8,train,True
10,10,528.1167486593184,34.10554940924911,-53.32308099311682,1.4936014692381372,1.0081589361370167,1562,0,200,30,400,0.8,train,True
10,10,661.3090131734059,38.480102193168406,-53.32851389134862,1.524462799481055,1.0014273259107216,1551,0,200,40,400,0.8,train,True
10,10,870.7128297531947,44.74489990688534,-53.478273552420106,1.5665886974450993,0.9917767340210966,1654,0,200,60,300,0.8,train,True
10,9,455.69113333461473,36.86783439376802,-53.50912286318429,1.2924009893796966,0.9766324493825491,5195,0,80,40,100,0.65,train,True
10,10,1381.5218223634563,55.70359514605521,-53.694788551715746,1.5868655690050102,1.1367408690228913,2581,0,160,80,300,0.8,train,True
10,10,818.7656108668223,42.70474872344755,-53.819150826261044,1.5973004084240423,0.9938594798542062,1637,0,200,60,400,0.8,train,True
10,10,1284.741810168148,56.008723117016515,-53.881685844295205,1.4596183126220286,1.1014945206161544,3000,0,120,80,400,0.8,train,True
10,10,452.41459748865293,37.46196039745068,-53.914754878665605,1.4282713445245023,0.9690802171141277,2143,0,200,30,100,0.8,train,True
10,9,519.9053926864567,37.43482680842239,-53.96104268513635,1.316396975570933,0.9699027459051093,3078,0,80,30,400,0.8,train,True
10,10,893.487558378484,50.86880546210463,-54.006546257286374,1.347664307516863,1.031812279222084,4295,0,160,60,100,0.8,train,True
10,10,592.1734519338189,40.93656767228374,-54.105095296264196,1.3692278017475723,1.0035275392040213,4721,0,80,60,200,0.65,train,True
10,9,449.34346491409553,39.01099279310806,-54.15478907169014,1.4157403556772876,0.9883334419624841,2390,0,120,30,400,0.8,train,True
10,10,499.9223845083821,34.61178267836223,-54.1724915119699,1.4704735560171391,1.0258159388476686,1463,0,200,30,200,0.8,train,True
10,10,503.77841087592793,34.139218991709754,-54.28049857859317,1.4668402822479938,1.0286256734706132,1471,0,200,30,300,0.8,train,True
10,10,680.366251494974,49.09507185415557,-54.6995478617485,1.4668279016348826,1.0732196011075394,3085,0,160,40,100,0.8,train,True
10,9,755.9834049074116,45.72584520400885,-54.73811891356604,1.480268936093996,1.1474398900769156,2441,0,120,40,400,0.8,train,True
