assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,entry_n,exit_n,ema_n,leverage,part,train_rank,train_return_pct,train_mdd_pct,robust_oos,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,23.151179441688452,8.019921518207141,-22.274185460018646,1.2571643214648716,0.6668721483247556,21.991701244813278,241,0,12315117.944168845,BTCUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,62.7290921435324,19.767603107868492,-17.42198338896255,1.5736059669990674,1.1431482599781022,19.63470319634703,219,0,16272909.21435324,ETHUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,-8.547637912824136,-3.336523303607264,-33.39265535863573,0.9223485124799705,-0.14059338270661687,19.54397394136808,307,0,9145236.208717586,BNBUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,34.242606715743996,12.56998190716294,-38.62701879442121,1.1953911727369735,0.5613885333203101,12.727272727272727,275,0,13424260.671574399,XRPUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,55.55727482058481,19.321731429260215,-27.890440066454104,1.3988827114702844,0.7856919785100465,17.97752808988764,178,0,15555727.48205848,ADAUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,48.37212341500485,20.269640504574117,-31.636429788504216,1.2966676478917747,0.808479992969285,20.689655172413794,174,0,14837212.341500485,DOGEUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,5.9450085985981005,2.568898268399966,-35.7632759837092,1.0501093902182204,0.22571478251229862,20.418848167539267,191,0,10594500.85985981,LINKUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,-21.60274978280401,-8.927134165120465,-43.386147347443696,0.8310749365708041,-0.3178081577180232,16.28787878787879,264,0,7839725.021719599,LTCUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,4.210902038765019,2.3079413388500836,-32.52900867632962,1.0507941882555725,0.21379181189854743,21.58273381294964,139,0,10421090.203876501,SOLUSDT
10,7,14.548094020143276,5.294409893303554,-32.96083201748267,1.1230926804962729,0.39355165791630436,2117,0,160,80,100,0.5,oos,1,521.9491430558548,-35.34499031009334,True,-13.751325822835025,-8.004097136010612,-34.08215518004805,0.8464164886385226,-0.2941470757485903,17.829457364341085,129,0,8624867.417716498,AVAXUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,16.406404902566464,5.7893091799873675,-16.80325003110319,1.2714310759684182,0.5582908959422073,28.695652173913043,115,0,11640640.490256647,BTCUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,45.110696506532854,14.789757578254381,-14.337383849217634,1.5637575314611123,1.0041853124812472,28.846153846153843,104,0,14511069.650653286,ETHUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,15.534085128932862,5.637076386943196,-18.931944417106905,1.2110678287326846,0.4701533088651704,37.96296296296296,108,0,11553408.512893286,BNBUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,123.1197315943171,38.083355566875895,-25.585047977092344,1.9466569906998654,1.3879808299676375,26.31578947368421,95,0,22311973.15943171,XRPUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,61.4659993910005,21.113558165253068,-25.02807498191664,1.6187595925136347,0.9114453749720508,26.436781609195403,87,0,16146599.939100051,ADAUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,52.4308348404654,21.797589292988274,-27.34651453097634,1.4242028475033457,0.9213034107546305,30.864197530864196,81,0,15243083.484046541,DOGEUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,-2.352255451424723,-1.0400408179433884,-28.93183683907521,0.9722362472590825,0.052137718993419735,27.906976744186046,86,0,9764774.454857528,LINKUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,-16.234211678507336,-6.579708742542845,-38.8184073721512,0.8178366755189965,-0.2557081785242622,21.052631578947366,133,0,8376578.832149266,LTCUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,15.17675530658864,8.130025238871873,-26.57160167711462,1.3013769103996276,0.5312777565646324,42.30769230769231,52,0,11517675.530658863,SOLUSDT
10,7,15.970245015749663,6.95966720942962,-26.078324827103483,1.286403993184023,0.5447843262534198,918,0,160,30,100,0.5,oos,2,207.15975928252834,-35.71610783347555,True,-20.44053324190196,-12.098441669125004,-31.293151744076674,0.6952800037561274,-0.6366640694017591,31.57894736842105,57,0,7955946.675809804,AVAXUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,44.63049026810884,14.648885289791313,-18.111386271678874,1.7511545685736338,1.0917349740521896,25.263157894736842,95,0,14463049.026810884,BTCUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,54.18505124550224,17.39837977641463,-19.687491729430352,1.5841133023826983,1.014226350958425,21.35922330097087,103,0,15418505.124550223,ETHUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,-4.755913485099994,-1.8335704168610523,-30.40394482391783,0.9397512005792031,-0.03174563574474083,21.951219512195124,123,0,9524408.651490001,BNBUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,90.53816792212577,29.59137738655255,-37.19816724121561,1.55307081898997,0.9972562352251124,14.035087719298245,114,0,19053816.792212576,XRPUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,17.418671422802113,6.630530393501655,-28.370654008985706,1.1940779476860002,0.37420276308673517,15.873015873015872,126,0,11741867.142280212,ADAUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,67.68284665032864,27.353938479894357,-26.336757409121127,1.572236001436391,1.0234672577310857,24.444444444444443,90,0,16768284.665032864,DOGEUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,10.806439257875521,4.610081988608683,-27.379332786738352,1.1238256680938215,0.3063420623324461,18.681318681318682,91,0,11080643.925787551,LINKUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,-29.064628510416757,-12.360565905063858,-44.92892590159187,0.7215724055234807,-0.4535723359935566,15.625,128,0,7093537.148958324,LTCUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,16.587861384283475,8.860879326849002,-30.091674032243066,1.3244347399221499,0.5071669187306844,34.69387755102041,49,0,11658786.138428347,SOLUSDT
10,7,17.003266403542796,7.745704860175328,-29.231164020614386,1.2592563438040751,0.4406848409087098,1002,0,160,60,400,0.5,oos,3,451.20011596773634,-35.973026581425984,True,-14.052266828183924,-8.185255340930853,-34.71758484180717,0.8147146453936718,-0.30856888232330637,14.457831325301203,83,0,8594773.317181608,AVAXUSDT
