strategy,timeframe,leverage,assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations
"Supertrend 10,3",4h,1.0,10,9,1670.2056653364957,39.99532065836195,-79.01973994925092,1.1726222577716428,0.8790508676927322,1868,0
Donchian 20/10,4h,1.0,10,9,1392.471358694845,41.598380688014004,-74.49083579790053,1.173017184969805,0.9389108645349573,2340,0
Donchian 20/10,4h,2.0,10,6,1519.1412608486874,47.710708519359635,-95.35466186975937,1.0336515265729196,0.895455437783055,2036,1
"Supertrend 40,3",1h,1.0,10,7,211.31132044908782,13.9645447881122,-84.43924122254515,1.0388286680683199,0.5287896913957713,7812,0
Donchian 80/40,1h,1.0,10,9,1196.5370076339755,34.54219481088175,-69.80494820638808,1.2383011711280028,0.8295952778220864,2721,0
Donchian 80/40,1h,2.0,10,8,527.532337731464,28.101721281249812,-93.6148827375963,1.064678388966135,0.7934111968563895,2378,1
