assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,entry_n,exit_n,leverage,robust_train,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,-79.24146410526195,-22.76347505831515,-86.49653236519393,0.6886702037351482,-0.030211361206785782,37.06896551724138,116,0,2075853.589473805,LTCUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,18723.60432192868,245.9365607857699,-57.39854552627811,1.8508024294156344,1.7826000868803953,45.33333333333333,75,0,1882360432.1928682,SOLUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,3970.4645648333517,144.81026472681776,-79.82387658442259,1.4221217519082008,1.4310735752836883,38.75,80,0,407046456.4833352,AVAXUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,937.2661831005171,44.849283024560194,-61.72133651803631,1.6104842144310054,0.9900514692647716,32.432432432432435,111,0,103726618.31005171,BTCUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,1526.1073878665932,55.541129738535666,-71.4357668803866,1.2453593870080013,1.012915857558744,44.14414414414414,111,0,162610738.78665933,ETHUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,5844.615067434908,94.13814915050924,-69.73939632324931,1.4358477965183283,1.235800212119519,38.13559322033898,118,0,594461506.7434908,BNBUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,76.48123286102113,10.265089424920149,-83.32462326477817,1.0498744968742155,0.5067767752759151,30.208333333333332,96,0,17648123.286102112,XRPUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,2296.09788359516,72.17655714339746,-69.19786374349438,1.4070934866064326,1.1000917200080462,39.80582524271845,103,0,239609788.359516,ADAUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,15383.794415912529,174.53448982322755,-70.25296605024518,1.7504898057669482,1.4519373457097589,42.25352112676056,71,0,1548379441.591253,DOGEUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,1392.2337458821476,66.2132806850225,-76.26837288252494,1.155291457643763,1.0101322840630735,36.633663366336634,101,0,149223374.58821476,LINKUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,-77.13550076177165,-21.52756625758505,-83.34536959292733,0.7325753774368695,0.002417950520509904,38.18181818181819,110,0,2286449.9238228346,LTCUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,19608.196407766678,249.72144691923154,-58.5058181089844,2.0381562627065244,1.784168912025096,47.22222222222222,72,0,1970819640.7766678,SOLUSDT
10,9,1911.1026357308765,69.19491891420998,-70.84436646531589,1.3928992120984538,1.0565037887833952,970,0,120,110,1.0,True,3637.4385838961944,139.8142150926774,-83.0092128200873,1.378704937590475,1.4048365225052648,38.961038961038966,77,0,373743858.3896194,AVAXUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,1122.1483112159713,48.6619141640793,-46.61643408415262,1.8251066860243523,1.1842427471709116,43.31210191082803,157,0,122214831.12159713,BTCUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,2254.6614947574903,64.93490667588495,-46.4512370266262,1.4368152968383914,1.2177935909402464,39.743589743589745,156,0,235466149.47574905,ETHUSDT
10,9,1183.0428677266552,56.79841041998212,-67.49315963126841,1.395158683483202,1.1912132905347106,1376,0,130,40,1.0,True,5249.869973131019,90.84303105673186,-67.72080847095708,1.5680789948634877,1.30430603632197,44.44444444444444,162,0,534986997.3131019,BNBUSDT
