turbo,pyr1,pyr2,dd,brake,start,end,return_pct,multiple,mdd_pct,liquidated
2.0,1.0,1.5,0.15,0.35,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,538.2796736784999,6.382796736784999,-53.84245447167404,0
2.0,1.0,1.5,0.15,0.35,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-25.623926352697236,0.7437607364730277,-53.84245447167408,0
2.0,1.0,1.5,0.15,0.35,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-2.2050401580609447,0.9779495984193906,-45.58563913001098,0
2.0,1.0,1.5,0.15,0.35,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,42.041047725401604,1.420410477254016,-35.05139744939728,0
2.0,1.0,1.5,0.15,0.35,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,280.1731431091609,3.801731431091609,-38.563345302123174,0
2.0,1.0,1.5,0.15,0.35,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,170.90201434393754,2.7090201434393752,-38.56334530212329,0
2.0,1.0,1.5,0.15,0.35,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,171.31132786845393,2.7131132786845393,-38.563345302123395,0
2.0,1.0,1.5,0.15,0.35,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,63.00982729328837,1.6300982729328837,-45.435678737947825,0
2.0,1.25,2.0,0.1,0.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,62.123086709480965,1.6212308670948097,-64.39674400105491,0
2.0,1.25,2.0,0.1,0.5,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,-32.981956177565294,0.670180438224347,-72.70164713348488,0
2.0,1.25,2.0,0.1,0.5,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-32.33997377217914,0.6766002622782086,-62.05196526605283,0
2.0,1.25,2.0,0.1,0.5,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,1377.4301488981916,14.774301488981918,-77.4109131605558,0
2.0,1.25,2.0,0.1,0.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,1359.978785445584,14.59978785445584,-77.41091316055582,0
2.0,1.25,2.0,0.1,0.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,893.9124137040781,9.93912413704078,-77.41091316055581,0
2.0,1.25,2.0,0.1,0.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,857.8686048277301,9.578686048277302,-77.41091316055581,0
