breadth_min,breadth_strong,breadth_ultra,base_total,strong_total,ultra_total,p1,p2,p3,trail1,trail2,trail3,edge,ultra_ema,cooldown,max_total,start,end,return_pct,multiple,mdd_pct,liquidated
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,-0.5080051259866769,0.9949199487401332,-20.223112685084,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,28.092019701618675,1.2809201970161868,-23.255914723979544,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,142.42294806047676,2.4242294806047675,-45.5704584040747,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,103.32055521810429,2.033205552181043,-20.581559362725134,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-15.63250890167086,0.8436749109832914,-20.027735952645298,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,-16.6320938402604,0.833679061597396,-20.200784170270445,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,41.952840129266946,1.4195284012926694,-20.90727982635291,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,-19.3584392426148,0.806415607573852,-22.747136396522205,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,111.84181270638037,2.1184181270638036,-20.511812405361606,0
0.5,0.7,0.8,0.9,1.2,1.5,1.1,1.5,2.0,0.18,0.14,0.1,0.035,1.1,24,2.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,-15.68619670158029,0.8431380329841971,-20.33162936673363,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,147.62022502501182,2.476202250250118,-23.520284256662983,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,5.442908668558877,1.0544290866855888,-20.34737935739257,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-21.165553834519734,0.7883444616548027,-22.49310546859945,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,16.300198487538587,1.1630019848753859,-20.18125986189122,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,-4.144451461415266,0.9585554853858473,-20.47325348178113,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,39.26409277306846,1.3926409277306846,-27.90709766877546,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,83.59301660760153,1.8359301660760152,-23.080736751446974,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,11.964401224153963,1.1196440122415396,-21.21139843206059,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-14.602604885317616,0.8539739511468238,-20.40343886819945,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,-16.586388457692603,0.834136115423074,-20.15703527628815,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,26.76183106993626,1.2676183106993626,-23.040714118374193,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,-17.37238464204225,0.8262761535795775,-21.64181455389179,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,111.9568025708837,2.119568025708837,-20.129335144091897,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.14,0.11,0.09,0.035,1.1,24,2.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,-15.620534878547288,0.8437946512145271,-20.32189761222748,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,147.62022502501182,2.476202250250118,-23.520284256662983,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,5.569038797170611,1.0556903879717061,-20.175110089069538,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-21.165553834519734,0.7883444616548027,-22.49310546859945,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,16.300198487538587,1.1630019848753859,-20.18125986189122,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,-4.144451461415266,0.9585554853858473,-20.47325348178113,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,39.26409277306846,1.3926409277306846,-27.90709766877546,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,83.59301660760153,1.8359301660760152,-23.080736751446974,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,102.83568408181844,2.0283568408181845,-21.166376202050852,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-14.465498134779875,0.8553450186522012,-20.275645440354207,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,-16.586388457692603,0.834136115423074,-20.15703527628815,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,26.76183106993626,1.2676183106993626,-23.040714118374193,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,-17.37238464204225,0.8262761535795775,-21.64181455389179,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,111.9568025708837,2.119568025708837,-20.129335144091897,0
0.5,0.7,0.8,0.9,1.2,1.8,1.25,1.7,2.2,0.18,0.14,0.1,0.035,1.1,24,2.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,-15.62426617343231,0.8437573382656769,-20.32542101090582,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,181.59978504708226,2.8159978504708225,-21.78252257196691,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,8.550586888239131,1.0855058688823913,-20.380666996782836,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-22.38249376652518,0.7761750623347482,-23.83197323882076,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,21.052031577831777,1.2105203157783178,-21.321524782672117,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,-1.986115733267857,0.9801388426673214,-20.19917594523114,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,47.52178839885366,1.4752178839885366,-31.0078862986394,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,89.3659182915132,1.893659182915132,-25.459453198154826,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-13.58598145398069,0.8641401854601931,-20.138290305569672,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-12.995877426134882,0.8700412257386512,-20.525253769060402,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,-16.824430776309207,0.8317556922369079,-20.384887830525255,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,24.671176528659867,1.2467117652865987,-22.05484952413602,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,-16.50290269874114,0.8349709730125886,-20.01176136481909,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,107.26380075319551,2.072638007531955,-20.40357705202086,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.14,0.11,0.09,0.035,1.1,24,2.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,-14.962329181441136,0.8503767081855886,-20.17952681698424,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,181.59978504708226,2.8159978504708225,-21.78252257196691,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,8.550586888239131,1.0855058688823913,-20.380666996782836,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-22.38249376652518,0.7761750623347482,-23.83197323882076,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,21.052031577831777,1.2105203157783178,-21.321524782672117,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,-1.986115733267857,0.9801388426673214,-20.19917594523114,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,47.52178839885366,1.4752178839885366,-31.0078862986394,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,89.3659182915132,1.893659182915132,-25.459453198154826,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-13.58598145398069,0.8641401854601931,-20.138290305569672,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-13.05523894806776,0.8694476105193224,-20.39765591679683,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,-16.824430776309207,0.8317556922369079,-20.384887830525255,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,24.671176528659867,1.2467117652865987,-22.05484952413602,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,-16.50290269874114,0.8349709730125886,-20.01176136481909,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,107.26380075319551,2.072638007531955,-20.40357705202086,0
0.5,0.7,0.8,0.9,1.2,2.0,1.4,1.9,2.4,0.18,0.14,0.1,0.035,1.1,24,2.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,-15.028928089056159,0.8497107191094384,-20.2420397746903,0
